Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Richie Vaculik,110.0,275.0,310.0,0.466,UFC Fight Night 33: Hunt vs. Bigfoot,
Alan Patrick,110.0,120.0,143.0,0.079,UFC Fight Night 208,
Alan Patrick,210.0,230.0,310.0,0.146,UFC Fight Night 189: Rozenstruik vs. Sakai,
Alan Patrick,145.0,250.0,280.0,0.332,UFC on ESPN+ 35: Waterson vs. Hill,
Alan Patrick,-245.0,-333.0,-315.0,-0.075,UFC 229: Nurmagomedov vs. McGregor,
Alan Patrick,-215.0,-250.0,-240.0,-0.04,UFC Fight Night 125: Machida vs. Anders,
Alan Patrick,200.0,145.0,145.0,-0.2239999999999999,UFC Fight Night 95: Cyborg vs. Lansberg,
Alan Patrick,-300.0,-300.0,-285.0,0.006,UFC Fight Night 85: Hunt vs. Mir,
Alan Patrick,100.0,140.0,155.0,0.1939999999999999,UFC Fight Night 69: Jedrzejczyk vs. Penne,
Alan Patrick,150.0,110.0,115.0,-0.174,UFC 169: Barao vs. Faber,
Alan Patrick,-305.0,-260.0,-255.0,0.043,UFC Fight Night 29: Maia vs. Shields,
Niklas Backstrom,180.0,170.0,188.0,-0.004,KSW 66,
Sebastian Rajewski,-250.0,-250.0,-215.0,,nan,Jan 15th 2022
Niklas Backstrom,-210.0,-210.0,-210.0,,Cage 37,
Niklas Backstrom,-215.0,-190.0,-190.0,0.04,UFC Fight Night 69: Jedrzejczyk vs. Penne,
Niklas Backstrom,-705.0,-1000.0,-950.0,-0.036,UFC Fight Night 53: Nelson vs. Story,
Niklas Backstrom,205.0,210.0,225.0,0.0409999999999999,UFC Fight Night 41: Munoz vs. Mousasi,
Niklas Backstrom,,,,,Bellator 169: King Mo vs. Ishii,
Ronnie Mann,,,,,nan,Dec 16th 2016
Michael Graves,-750.0,-900.0,-900.0,-0.02,Titan FC 65: Graves vs. Jasse,
Oton Jasse,450.0,540.0,540.0,,nan,Nov 22nd 2020
Michael Graves,235.0,180.0,180.0,-0.196,LFA 25: Cochrane vs. Rodrigues,
Emeka Ifekandu,-315.0,-260.0,-260.0,,nan,Oct 20th 2017
Michael Graves,-175.0,-255.0,-235.0,-0.1159999999999999,UFC 201: Lawler vs. Woodley,
Michael Graves,-160.0,-152.0,-145.0,0.0279999999999999,UFC on FOX 19: Evans vs. Teixeira,
Michael Graves,-1000.0,-1050.0,-1000.0,-0.002,Titan FC 59: Graves vs. Magomedov,
Michael Graves,,,,,Fight Nights Global 87: Khachatryan vs. Queally,
Murat Khasanov,,,,,nan,May 19th 2018
Michael Graves,,,,,Titan FC 31: Green vs. Torres,
Rafael Souza,,,,,nan,Oct 31st 2014
Scott Askham,-200.0,-200.0,-200.0,,Oktagon,
Marc Doussis,150.0,150.0,150.0,,nan,Nov 4th 2023
Scott Askham,130.0,110.0,110.0,-0.095,KSW,
Scott Askham,-185.0,-240.0,-227.0,-0.079,KSW 55: Askham vs. Khalidov 2,
Scott Askham,-150.0,-147.0,-140.0,0.016,KSW 52: Askham vs. Khalidov,
Scott Askham,-175.0,-560.0,-560.0,-0.3329999999999999,KSW 49: Materla vs. Askham 2,
Scott Askham,-245.0,-290.0,-290.0,-0.047,KSW 45: The Return to Wembley,
Martin Wojcik,175.0,210.0,210.0,,nan,Oct 6th 2018
Scott Askham,240.0,130.0,130.0,-0.478,KSW 42: Narkun vs. Khalidov,
Scott Askham,-115.0,-155.0,-155.0,-0.136,ACB 70,
Scott Askham,-165.0,-162.0,-155.0,0.0139999999999999,UFC Fight Night 107: Manuwa vs. Anderson,
Scott Askham,-140.0,-107.0,-105.0,0.118,UFC Fight Night 93: Arlovski vs. Barnett,
Scott Askham,-300.0,-360.0,-335.0,-0.036,UFC Fight Night 84: Silva vs. Bisping,
Scott Askham,-130.0,-149.0,-145.0,-0.053,UFC Fight Night 76: Holohan vs. Smolka,
Scott Askham,-245.0,-235.0,-220.0,0.021,UFC Fight Night 69: Jedrzejczyk vs. Penne,
Scott Askham,100.0,110.0,115.0,0.061,UFC Fight Night 53: Nelson vs. Story,
Scott Askham,-120.0,-215.0,-215.0,-0.251,Cage Warriors 50,
Denniston Sutherland,-120.0,170.0,170.0,,nan,Dec 8th 2012
Cain Velasquez,-170.0,-210.0,-195.0,-0.062,UFC on ESPN 1: Ngannou vs. Velasquez,
Cain Velasquez,-300.0,-355.0,-330.0,-0.032,UFC 200: Tate vs. Nunes,
Cain Velasquez,-425.0,-470.0,-460.0,-0.017,UFC 188: Velasquez vs. Werdum,
Cain Velasquez,-180.0,-215.0,-200.0,-0.051,UFC 166: Velasquez vs. Dos Santos III,
Cain Velasquez,-600.0,-705.0,-700.0,-0.021,UFC 160: Velasquez vs. Silva II,
Cain Velasquez,115.0,175.0,180.0,0.2269999999999999,UFC 155: Dos Santos vs. Velasquez II,
Cain Velasquez,-350.0,-400.0,-375.0,-0.022,UFC 146: Dos Santos vs. Mir,
Cain Velasquez,-135.0,-125.0,-125.0,0.033,UFC On FOX 1: Velasquez vs. Dos Santos,
Cain Velasquez,150.0,155.0,155.0,0.02,UFC 121: Lesnar vs. Velasquez,
Cain Velasquez,120.0,100.0,100.0,-0.1,UFC 110: Nogueira vs. Velasquez,
Cain Velasquez,-260.0,-315.0,-315.0,-0.051,UFC 104: Machida vs Rua,
Cain Velasquez,125.0,-175.0,-175.0,-0.432,UFC 99: The Comeback,
Cain Velasquez,-580.0,-700.0,-700.0,-0.026,UFC Fight Night 17: Lauzon vs Stephens,
Cain Velasquez,100.0,-320.0,-320.0,-0.524,UFC Fight Night 14: Silva vs Irvin,
Cain Velasquez,-250.0,-250.0,-250.0,0.0,UFC 83: Serra vs St-Pierre 2,
Christian Wellisch,210.0,220.0,220.0,0.031,UFC 94: St-Pierre vs Penn 2,
Christian Wellisch,158.0,185.0,185.0,0.095,UFC 84: Ill Will,
Christian Wellisch,-225.0,-220.0,-220.0,0.0069999999999999,UFC 76: Knockout,
Scott Junk,185.0,180.0,180.0,,nan,Sep 22nd 2007
Bojan Mihajlovic,335.0,475.0,485.0,0.25,UFC Fight Night 115: Volkov vs. Struve,
Abdul-Kerim Edilov,-505.0,-670.0,-650.0,,nan,Sep 2nd 2017
Bojan Mihajlovic,175.0,187.0,210.0,0.08,UFC Fight Night 103: Rodriguez vs. Penn,
Bojan Mihajlovic,435.0,450.0,450.0,0.027,UFC on FOX 20: Holm vs. Shevchenko,
Jack Jenkins,-535.0,-1050.0,-549.0,-0.0409999999999999,UFC,
Jack Jenkins,-205.0,-218.0,-200.0,-0.008,UFC 293,
Jack Jenkins,140.0,155.0,175.0,0.087,UFC Fight Night 228,
Jack Jenkins,-300.0,-500.0,-420.0,-0.093,UFC 284: Makhachev vs. Volkanovski,
Jack Jenkins,-160.0,-360.0,-315.0,-0.256,DWCS Week 10,
Freddy Linares,140.0,225.0,295.0,,nan,Sep 27th 2022
Jack Jenkins,-425.0,-425.0,-425.0,0.0,Hex Fight Series 13,
Sang Won Kim,305.0,305.0,305.0,,nan,Mar 23rd 2018
Constantinos Philippou,160.0,145.0,160.0,-0.0279999999999999,UFC Fight Night 40: Brown vs. Silva,
Constantinos Philippou,285.0,300.0,360.0,0.105,UFC Fight Night 35: Rockhold vs. Philippou,
Constantinos Philippou,-175.0,-155.0,-145.0,0.057,UFC 165: Jones vs. Gustafsson,
Constantinos Philippou,105.0,105.0,135.0,0.068,UFC 155: Dos Santos vs. Velasquez II,
Constantinos Philippou,-145.0,-190.0,-190.0,-0.107,UFC 148: Silva vs. Sonnen 2,
Constantinos Philippou,-170.0,115.0,115.0,0.261,UFC on FX 2: Alves vs. Kampmann,
Constantinos Philippou,220.0,166.0,166.0,-0.203,UFC 140: Jones vs. Machida,
Constantinos Philippou,135.0,125.0,125.0,-0.044,UFC 133: Evans vs. Ortiz 2,
Constantinos Philippou,200.0,175.0,175.0,-0.091,UFC 128: Shogun vs. Jones,
Manuel Torres,130.0,-125.0,-115.0,-0.25,UFC 306,
Manuel Torres,-192.0,-200.0,-160.0,0.017,UFC,
Manuel Torres,-163.0,-210.0,-185.0,-0.063,UFC Fight Night 227,
Manuel Torres,-195.0,-195.0,-160.0,0.031,UFC Fight Night 222,
Manuel Torres,-225.0,-139.0,-125.0,0.173,UFC Fight Night 208,
Frank Camacho,190.0,105.0,115.0,,nan,May 14th 2022
Manuel Torres,105.0,128.0,155.0,0.149,Dana White’s Contender Series,
Kolton Englund,-125.0,-180.0,-155.0,,nan,Nov 2nd 2021
Manuel Torres,-280.0,-400.0,-350.0,-0.067,UWC Mexico 27: Torres vs. Canada,
Carlos Canada,220.0,240.0,300.0,,nan,Jun 11th 2021
Paul Buentello,-210.0,-210.0,-210.0,,Legacy FC 29: Garcia vs. Howell,
Paul Buentello,-215.0,135.0,135.0,0.377,Legacy Fighting Championship 22,
Paul Buentello,400.0,535.0,535.0,0.213,Bellator Fighting Championship 48,
Paul Buentello,-120.0,220.0,220.0,0.427,War On The Mainland,
Paul Buentello,350.0,315.0,315.0,-0.084,UFC on Versus 1: Vera vs. Jones,
Paul Buentello,115.0,135.0,135.0,0.085,UFC 107: Penn vs Sanchez,
Paul Buentello,-185.0,-160.0,-160.0,0.052,Affliction 2: Day Of Reckoning,
Kiril Sidelnikov,145.0,140.0,140.0,,nan,Jan 24th 2009
Paul Buentello,,,,,Nemesis Fighting: MMA Global Invasion,
Paul Buentello,,,,,Affliction 1: Banned,
Paul Buentello,,,,,Strikeforce: Four Men Enter One Man Survives,
Joby Sanchez,-270.0,-167.0,-161.0,0.149,Combate 51: Tito vs. Alberto,
Dani Barez,210.0,131.0,135.0,,nan,Dec 7th 2019
Joby Sanchez,-135.0,-130.0,130.0,0.1169999999999999,Combate 46: Tucson,
Jose Alday,105.0,-161.0,100.0,,nan,Oct 11th 2019
Joby Sanchez,-130.0,-160.0,-160.0,-0.089,LFA 65: Royval vs. Sanchez,
Joby Sanchez,-190.0,-145.0,-145.0,0.0969999999999999,LFA 58: Park vs. Willis,
Demetrius Wilson,150.0,105.0,105.0,,nan,Jan 25th 2019
Joby Sanchez,145.0,190.0,225.0,0.205,UFC Fight Night 139: Korean Zombie vs. Rodriguez,
Joby Sanchez,220.0,285.0,290.0,0.175,Dana White's Contender Series 7,
Joby Sanchez,-130.0,-140.0,-120.0,0.0,Dana White's Contender Series 1,
Manny Vazquez,-110.0,100.0,120.0,,nan,Jul 11th 2017
Joby Sanchez,-120.0,100.0,110.0,0.106,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,
Joby Sanchez,-150.0,-230.0,-221.0,-0.155,UFC Fight Night 59: McGregor vs. Siver,
Joby Sanchez,225.0,275.0,305.0,0.1669999999999999,UFC Fight Night 49: Henderson vs. Dos Anjos,
Joby Sanchez,-135.0,-148.0,-145.0,-0.036,UFC Fight Night 126: Cerrone vs. Medeiros,
Joby Sanchez,-320.0,-335.0,-335.0,-0.011,XFC 20: High Octane,
Chris Dunn,240.0,245.0,245.0,,nan,Sep 28th 2012
Joby Sanchez,,,,,XFC 25: Boiling Point,
Eric Moell,,,,,nan,Sep 6th 2013
Nate Loughran,135.0,120.0,120.0,-0.068,UFC Fight Night 16: Fight For The Troops,
Nate Loughran,-180.0,-155.0,-155.0,0.054,UFC Fight Night 14: Silva vs Irvin,
Johnny Rees,150.0,135.0,135.0,,nan,Jul 19th 2008
Mark Striegl,-300.0,-175.0,-163.0,0.162,UAE Warriors 39,
Mark Striegl,185.0,160.0,185.0,-0.044,UFC,
Mark Striegl,300.0,300.0,330.0,0.036,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,
Mark Striegl,-245.0,-260.0,-260.0,-0.017,ONE Championship 26: Valor of Champions,
Casey Suire,175.0,180.0,180.0,,nan,Apr 24th 2015
Mark Striegl,,,,,ONE Championship 50: Age of Domination,
Sotir Kichukov,,,,,nan,Dec 2nd 2016
Mark Striegl,,,,,ONE Championship 35: Spirit of Champions,
Reece McLaren,,,,,nan,Dec 11th 2015
Marcus Levesseur,-175.0,-145.0,-140.0,0.075,UFC on FOX 5: Henderson vs. Diaz,
Marcus Levesseur,-140.0,-170.0,-155.0,-0.062,UFC on FX 5: Browne vs. Bigfoot,
Marcus Levesseur,115.0,-205.0,-185.0,-0.421,UFC on FUEL TV 3: Korean Zombie vs. Poirier,
Brandon Cottrell,240.0,240.0,320.0,0.121,FAC 8,
Bogdan Avgustinovich,-300.0,-425.0,-350.0,,nan,May 7th 2021
Chad Laprise,-285.0,-400.0,-400.0,-0.081,UFC 231: Holloway vs. Ortega,
Chad Laprise,185.0,188.0,195.0,0.024,UFC Fight Night 129: Maia vs. Usman,
Chad Laprise,-150.0,-145.0,-135.0,0.0279999999999999,UFC on FOX 26: Lawler vs. Dos Anjos,
Chad Laprise,-300.0,-600.0,-550.0,-0.136,UFC 213: Romero vs. Whittaker,
Chad Laprise,-270.0,-320.0,-315.0,-0.043,UFC on FOX 21: Maia vs. Condit,
Chad Laprise,-145.0,-115.0,-115.0,0.096,UFC Fight Night 85: Hunt vs. Mir,
Chad Laprise,-190.0,-460.0,-450.0,-0.251,UFC Fight Night 74: Holloway vs. Oliveira,
Chad Laprise,-350.0,-420.0,-400.0,-0.034,UFC 186: Johnson vs. Horiguchi,
Chad Laprise,-300.0,-325.0,-320.0,-0.018,UFC Fight Night 54: MacDonald vs. Saffiedine,
Chad Laprise,-150.0,145.0,145.0,0.32,UFC: The Ultimate Fighter Nations Finale,
Chad Laprise,,,,,Bellator Fighting Championship 76,
Ainsley Robinson,,,,,nan,Oct 12th 2012
Chad Laprise,,,,,Bellator Fighting Championship 64,
Josh Taveirne,,,,,nan,Apr 6th 2012
Kevin Holland,-163.0,-163.0,-150.0,0.019,UFC 307,
Kevin Holland,-200.0,-330.0,-275.0,-0.132,UFC,
Kevin Holland,-138.0,-142.0,-125.0,0.006,UFC 299,
Kevin Holland,-200.0,-260.0,-250.0,-0.075,UFC 287,
Kevin Holland,-110.0,-200.0,-166.0,-0.244,UFC Fight Night 214,
Kevin Holland,675.0,400.0,440.0,-0.526,UFC 279,
Kevin Holland,-310.0,-400.0,-333.0,-0.035,UFC Fight Night: Kattar vs. Emmett,
Kevin Holland,-200.0,-650.0,-385.0,-0.23,UFC Fight Night 204,
Kevin Holland,160.0,300.0,380.0,0.425,Fury Pro Grappling 3,
Kody Hamrah,-200.0,-520.0,-450.0,,nan,Dec 30th 2021
Kevin Holland,-110.0,-180.0,-160.0,-0.21,UFC Fight Night: Santos vs. Walker,
Kevin Holland,188.0,245.0,270.0,0.1889999999999999,UFC on ABC 2: Vettori vs. Holland,
Kevin Holland,-175.0,-135.0,-111.0,0.133,UFC 256: Figueiredo vs. Moreno,
Kevin Holland,-800.0,-950.0,-750.0,-0.006,UFC on ESPN+ 39: Hall vs. Silva,
Kevin Holland,-265.0,-325.0,-270.0,-0.032,UFC on ESPN+ 36: Covington vs. Woodley,
Kevin Holland,-275.0,-500.0,-460.0,-0.128,UFC on ESPN+ 32: Lewis vs. Oleinik,
Kevin Holland,-150.0,-111.0,-102.0,0.135,UFC on ESPN 8: Overeem vs. Harris,
Kevin Holland,-230.0,-172.0,-155.0,0.113,UFC on ESPN 6: Reyes vs. Weidman,
Kevin Holland,-195.0,-230.0,-214.0,-0.046,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,
Kevin Holland,-265.0,-225.0,-210.0,0.054,UFC on ESPN 2: Barboza vs. Gaethje,
Kevin Holland,-270.0,-600.0,-556.0,-0.1689999999999999,UFC Fight Night 141: Blaydes vs. Ngannou 2,
Kevin Holland,215.0,275.0,280.0,0.1669999999999999,UFC 227: Dillashaw vs. Garbrandt 2,
Kevin Holland,-530.0,-1000.0,-900.0,-0.075,Dana White's Contender Series 9,
Will Santiago,350.0,600.0,650.0,,nan,Jun 12th 2018
Kevin Holland,-120.0,-175.0,-175.0,-0.1669999999999999,LFA 21: Noblitt vs. Branjao,
Grady Hurley,-120.0,135.0,135.0,,nan,Sep 1st 2017
Kevin Holland,125.0,-120.0,-120.0,-0.2269999999999999,LFA 13: Millender vs. Holland,
Kevin Holland,100.0,-227.0,-188.0,-0.353,UFC on ESPN 21: Brunson vs. Holland,
Kevin Holland,-195.0,-227.0,-205.0,-0.036,UFC on ESPN 9: Woodley vs. Burns,
Kevin Holland,,,,,Bellator 195: Caldwell vs. Higo,
Teagan Dooley,,,,,nan,Mar 2nd 2018
Kevin Holland,,,,,LFA 28: Jackson vs. Luna,
Chris Bachmeier,,,,,nan,Dec 8th 2017
Kevin Holland,,,,,Legacy FC 46: Peterson vs. Rivera,
Kwan Ho Kwak,-165.0,-120.0,-120.0,0.124,UFC Fight Night 111: Holm vs. Correia,
Russell Doane,125.0,100.0,100.0,,nan,Jun 17th 2017
Kwan Ho Kwak,170.0,170.0,180.0,0.018,UFC Fight Night 99: Mousasi vs. Hall 2,
Manvel Gamburyan,-110.0,-150.0,-140.0,-0.13,UFC Fight Night 26: Shogun vs. Sonnen,
Pat Sabatini,-150.0,-130.0,-115.0,0.094,UFC,
Pat Sabatini,-188.0,-200.0,-180.0,-0.004,UFC Fight Night 227,
Pat Sabatini,-200.0,-800.0,-610.0,-0.309,Fury Grappling 6,
Pat Sabatini,-225.0,-215.0,-189.0,0.035,UFC Fight Night 211,
Pat Sabatini,-240.0,-750.0,-500.0,-0.205,UFC Fight Night: UFC Fight Night 206,
T.J. Laramie,205.0,335.0,475.0,,nan,Apr 16th 2022
Pat Sabatini,-145.0,-145.0,-145.0,,UFC 273,
Pat Sabatini,-150.0,-125.0,115.0,0.175,UFC Fight Night: Vieira vs. Tate,
Pat Sabatini,125.0,120.0,130.0,0.009,UFC on ESPN: Barboza vs. Chikadze,
Pat Sabatini,-350.0,-650.0,-625.0,-0.111,CES MMA 52: Norwood vs. Wells,
Boimah Karmo,250.0,430.0,475.0,,nan,Aug 17th 2018
Pat Sabatini,105.0,-250.0,-225.0,-0.44,UFC 261: Usman vs. Masvidal 2,
Pat Sabatini,,,,,CFFC 91: Sabatini vs. Stirn,
Adam Stirn,,,,,nan,Dec 18th 2020
Pat Sabatini,,,,,CFFC 84: Scoggins vs. Vasquez,
Jordan Titoni,,,,,nan,Sep 17th 2020
Pat Sabatini,,,,,CFFC 81: Sabatini vs. Gonzalez,
James Gonzalez,,,,,nan,Feb 1st 2020
Pat Sabatini,,,,,CFFC 79: Sabatini vs. Chaulet,
Pat Sabatini,,,,,CFFC 78: Sabatini vs. Carvalho,
Pat Sabatini,,,,,CFFC 74: Balmaceda vs. Outlaw,
Fabricio Oliveira,,,,,nan,May 17th 2019
Pat Sabatini,,,,,CFFC 71: Balmaceda vs. Norris,
Pat Sabatini,,,,,Victory FC 60: Kapel vs. Nowaczyk,
Anying Wang,-140.0,-145.0,-135.0,0.0,UFC: The Ultimate Fighter China Finale,
Albert Cheng,100.0,125.0,125.0,,nan,Mar 1st 2014
Alberto Crane,325.0,300.0,300.0,-0.063,UFC Fight Night 12: Swick vs Burkman,
Alberto Crane,325.0,315.0,315.0,-0.024,UFC 74: Respect,
Carlston Harris,-125.0,102.0,115.0,0.135,Road to UFC,
Carlston Harris,150.0,-105.0,108.0,-0.256,UFC,
Carlston Harris,-275.0,-400.0,-300.0,-0.042,UFC Fight Night 221,
Carlston Harris,150.0,180.0,225.0,0.191,UFC Vegas 47,
Carlston Harris,130.0,-120.0,100.0,-0.1939999999999999,UFC Fight Night: Smith vs. Spann,
Carlston Harris,120.0,-215.0,-189.0,-0.472,UFC on ESPN 24: Rodriguez vs. Waterson,
Austin Lingo,-225.0,-250.0,-250.0,-0.032,Fury FC,
Cam Teague,163.0,175.0,175.0,,nan,Aug 3rd 2024
Austin Lingo,105.0,180.0,195.0,0.291,UFC Fight Night 225,
Austin Lingo,250.0,165.0,185.0,-0.2769999999999999,UFC Fight Night 222,
Austin Lingo,200.0,295.0,295.0,0.241,UFC Fight Night 221,
Austin Lingo,225.0,225.0,225.0,0.0,UFC on ESPN: dos Anjos vs. Fiziev,
Austin Lingo,280.0,280.0,280.0,0.0,UFC,
Austin Lingo,110.0,-112.0,100.0,-0.071,UFC on ESPN: Cannonier vs. Gastelum,
Austin Lingo,-265.0,-250.0,-225.0,0.027,UFC on ABC 1: Holloway vs. Kattar,
Austin Lingo,-500.0,-227.0,-195.0,0.191,UFC 247: Jones vs. Reyes,
Austin Lingo,,,,,LFA 62: Kenney vs. Cachero,
Angel Cruz,,,,,nan,Mar 22nd 2019
Austin Lingo,,,,,LFA 40: Aguilar vs. Le,
Kenny Porter,,,,,nan,May 25th 2018
Roger Hollett,175.0,225.0,245.0,0.179,UFC on FX 8: Belfort vs. Rockhold,
Roger Hollett,260.0,290.0,310.0,0.1,UFC 152: Jones vs. Belfort,
Roger Hollett,-350.0,-400.0,-400.0,-0.0289999999999999,Bellator Fighting Championship 57,
John Hawk,250.0,355.0,355.0,,nan,Nov 12th 2011
Roger Hollett,-125.0,-130.0,-130.0,-0.017,MFC 20: Destined For Greatness,
Roger Hollett,105.0,115.0,115.0,0.047,MFC 19: Long Time Coming,
Roger Hollett,,,,,W-1: New Ground,
Mychal Clark,,,,,nan,Oct 23rd 2010
Askar Mozharov,110.0,200.0,230.0,0.32,UFC Fight Night 211,
Askar Mozharov,,,,,UFC Fight Night: Smith vs. Spann,
Askar Mozharov,,,,,PFL 2021 2: MacDonald vs. Millender,
Askar Mozharov,,,,,Titan FC 58: Rivera vs. Sabatello,
Taylor Lapilus,-200.0,-290.0,-270.0,-0.1009999999999999,UFC Fight Night,
Taylor Lapilus,164.0,220.0,270.0,0.214,UFC,
Farid Basharat,-198.0,-375.0,-275.0,,nan,Jan 13th 2024
Taylor Lapilus,-200.0,-200.0,-200.0,,UFC on ESPN: Gane vs. Spivak,
Taylor Lapilus,-350.0,-275.0,-275.0,0.057,UFC Fight Night: Gane vs. Tuivasa,
Taylor Lapilus,-350.0,-2000.0,-1000.0,-0.196,Ares FC 5,
Demarte Pena,275.0,500.0,1000.0,,nan,Apr 16th 2022
Taylor Lapilus,-450.0,-1600.0,-800.0,-0.12,ARES FC,
Taylor Lapilus,-170.0,-160.0,-153.0,0.03,UFC Fight Night 93: Arlovski vs. Barnett,
Taylor Lapilus,140.0,120.0,130.0,-0.067,UFC Fight Night 78: Magny vs. Gastelum,
Taylor Lapilus,190.0,240.0,265.0,0.178,UFC Fight Night 69: Jedrzejczyk vs. Penne,
Taylor Lapilus,-215.0,-153.0,-150.0,0.1159999999999999,UFC Fight Night 64: Gonzaga vs. Cro Cop II,
Rocky Lee,165.0,130.0,133.0,,nan,Apr 11th 2015
Rory Singer,105.0,130.0,130.0,0.109,MFC 20: Destined For Greatness,
Rory Singer,,,,,UFC 72: Victory,
Michinori Tanaka,-195.0,-225.0,-200.0,-0.0289999999999999,LFA 138,
Ary Farias,165.0,163.0,170.0,,nan,Aug 5th 2022
Michinori Tanaka,-300.0,-163.0,-145.0,0.188,LFA 117,
Ricardo Dias,240.0,125.0,140.0,,nan,Nov 5th 2021
Michinori Tanaka,-230.0,-125.0,-125.0,0.203,UFC Fight Night 104: Bermudez vs. Korean Zombie,
Ricardo Lucas Ramos,170.0,105.0,105.0,,nan,Feb 4th 2017
Michinori Tanaka,-115.0,-115.0,-110.0,0.008,UFC Fight Night 95: Cyborg vs. Lansberg,
Michinori Tanaka,-135.0,-144.0,-140.0,-0.021,UFC 195: Lawler vs. Condit,
Michinori Tanaka,-150.0,-158.0,-150.0,-0.011,UFC Fight Night 52: Hunt vs. Nelson,
Michinori Tanaka,100.0,-150.0,-150.0,-0.2,UFC 174: Johnson vs. Bagautinov,
Abel Trujillo,-175.0,-145.0,-145.0,0.07,UFC on FOX 26: Lawler vs. Dos Anjos,
Abel Trujillo,-120.0,-101.0,115.0,0.114,UFC Fight Night 104: Bermudez vs. Korean Zombie,
Abel Trujillo,-305.0,-320.0,-320.0,-0.012,UFC Fight Night 88: Almeida vs. Garbrandt,
Abel Trujillo,-135.0,132.0,135.0,0.256,UFC 195: Lawler vs. Condit,
Tony Sims,-105.0,-155.0,-152.0,,nan,Jan 2nd 2016
Abel Trujillo,-110.0,110.0,112.0,0.095,UFC Fight Night 77: Belfort vs. Henderson 3,
Abel Trujillo,175.0,250.0,295.0,0.263,UFC 181: Hendricks vs. Lawler 2,
Abel Trujillo,150.0,-105.0,105.0,-0.25,UFC 169: Barao vs. Faber,
Abel Trujillo,-120.0,125.0,130.0,0.196,UFC on FOX 9: Johnson vs. Benavidez,
Abel Trujillo,-130.0,-130.0,-125.0,0.0069999999999999,UFC Fight Night 27: Condit vs. Kampmann II,
Abel Trujillo,250.0,240.0,275.0,0.022,UFC 160: Velasquez vs. Silva II,
Abel Trujillo,145.0,120.0,125.0,-0.099,UFC on FOX 5: Henderson vs. Diaz,
Marcus Levesseur,-175.0,-145.0,-140.0,,nan,Dec 8th 2012
Jamie Varner,-350.0,-475.0,-450.0,-0.057,UFC on FOX 13: Dos Santos vs. Miocic,
Jamie Varner,-180.0,-215.0,-200.0,-0.051,UFC 173: Barao vs. Dillashaw,
Jamie Varner,-190.0,-125.0,-115.0,0.1669999999999999,UFC 169: Barao vs. Faber,
Jamie Varner,-125.0,-115.0,-105.0,0.057,UFC 164: Henderson vs. Pettis II,
Jamie Varner,115.0,130.0,135.0,0.077,UFC 155: Dos Santos vs. Velasquez II,
Jamie Varner,110.0,100.0,105.0,-0.034,UFC on FOX 4: Shogun vs. Vera,
Jamie Varner,230.0,415.0,460.0,0.387,UFC 146: Dos Santos vs. Mir,
Jamie Varner,-300.0,-425.0,-425.0,-0.079,XFC 16: High Stakes,
Jamie Varner,-415.0,-475.0,-475.0,-0.025,XFC 14: Resurrection,
Nate Jolly,295.0,325.0,325.0,,nan,Oct 21st 2011
Jamie Varner,-220.0,-185.0,-185.0,0.0559999999999999,WEC 53,
Jamie Varner,-185.0,-145.0,-145.0,0.088,WEC 51: Aldo vs. Gamburyan,
Jamie Varner,-180.0,-220.0,-220.0,-0.069,WEC 49: Varner vs. Shalorus,
Jamie Varner,-155.0,-145.0,-145.0,0.026,WEC 46: Varner vs Henderson,
Jamie Varner,-170.0,-155.0,-155.0,0.035,WEC 38: Varner vs Cerrone,
Jamie Varner,-205.0,-220.0,-220.0,-0.023,WEC 35,
Jamie Varner,100.0,-105.0,-105.0,-0.024,WEC 32,
Jamie Varner,,,,,Titan Fighting Championship 20: Rogers vs. Sanchez,
Alonzo Martinez,,,,,nan,Sep 23rd 2011
Jamie Varner,,,,,WEC 29,
Sherron Leggett,,,,,nan,Aug 5th 2007
Clay Guida,163.0,250.0,275.0,0.271,UFC,
Clay Guida,140.0,210.0,270.0,0.273,UFC Fight Night: Holloway vs. Allen,
Clay Guida,-180.0,140.0,165.0,0.3779999999999999,Fury Grappling 6,
Clay Guida,175.0,143.0,198.0,0.004,UFC Fight Night 214,
Clay Guida,150.0,-113.0,105.0,-0.298,UFC Fight Night: Lemos vs. Andrade,
Clay Guida,240.0,150.0,190.0,-0.273,Fury Pro Grappling 3,
Clay Guida,220.0,162.0,200.0,-0.155,UFC Fight Night: Font vs. Aldo,
Clay Guida,210.0,135.0,152.0,-0.27,UFC on ESPN: Cannonier vs. Gastelum,
Clay Guida,285.0,158.0,175.0,-0.442,UFC Fight Night 184: Overeem vs. Volkov,
Clay Guida,235.0,210.0,230.0,-0.04,UFC on ESPN 11: Blaydes vs. Volkov,
Clay Guida,145.0,130.0,133.0,-0.061,UFC on ESPN 5: Covington vs. Lawler,
Clay Guida,-400.0,-750.0,-650.0,-0.095,UFC 237: Namajunas vs. Andrade,
Clay Guida,145.0,120.0,128.0,-0.094,UFC 225: Whittaker vs. Romero 2,
Clay Guida,-120.0,-130.0,-125.0,-0.0289999999999999,UFC Fight Night 120: Poirier vs. Pettis,
